Nombre de Registro,Origen,ID,Nivel,Categoria de Tarea,Registrado,Equipo,Usuario,Mensaje,EventRecordID
System,Microsoft-Windows-Kernel-Power,566,Información,268,2025-01-21 09:03:41,CamiloMM,,La sesión del sistema ha cambiado de 1 a 2.  Motivo SxTransition   BootId: 46,25765
System,Microsoft-Windows-Kernel-Boot,32,Información,58,2025-01-21 09:03:41,CamiloMM,,Bootmgr esperó la entrada del usuario durante 0 ms.,25764
System,Microsoft-Windows-Kernel-Boot,18,Información,57,2025-01-21 09:03:41,CamiloMM,,Existen 0x1 opciones de arranque en este sistema.,25763
System,Microsoft-Windows-Kernel-Boot,247,Información,99,2025-01-21 09:03:41,CamiloMM,,"No se puede cargar el firmware de Pluton-Windows. StatusCode: STATUS_SUCCESS, Motivo: Failed to apply firmware.",25762
System,Microsoft-Windows-Kernel-Boot,27,Información,33,2025-01-21 09:03:41,CamiloMM,,El tipo de arranque fue 0x1.,25761
System,Microsoft-Windows-Kernel-Boot,25,Información,32,2025-01-21 09:03:41,CamiloMM,,La directiva del menú de arranque fue 0x1.,25760
System,Microsoft-Windows-Kernel-Boot,30,Información,21,2025-01-21 09:03:41,CamiloMM,,El firmware notificó métricas de arranque.,25759
System,Microsoft-Windows-TPM-WMI,1038,Información,Ninguno,2025-01-21 09:03:41,CamiloMM,NT AUTHORITY\SYSTEM,Las comprobaciones de estado de la atestación previa confirman que se espera que el dispositivo supere la atestación.  Consulte C:\WINDOWS\Logs\MeasuredBoot\0000000229-0000000000.json para obtener información detallada sobre las comprobaciones realizadas.,25758
System,Microsoft-Windows-TPM-WMI,1041,Información,Ninguno,2025-01-21 09:03:41,CamiloMM,NT AUTHORITY\SYSTEM,"Información detallada sobre la comprobación del estado de la atestación previa: {""Version"":1,""HealthStatus"":""Attestable"",""Required"":[{""Field"":""TpmPresent"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmMeetsMinimumVersion"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmIsResponsive"",""Value"":true,""DesiredValue"":true},{""Field"":""EkCertIsAvailable"",""Value"":true,""DesiredValue"":true},{""Field"":""TcgLogFound"",""Value"":true,""DesiredValue"":true}],""Expected"":[{""Field"":""PcrsMatchTcgLog"",""Value"":true,""DesiredValue"":true}],""Informational"":[{""Field"":""SecureBootEnabled"",""ValueFromComputer"":true,""ValueFromTcgLog"":true,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""VirtualSecureMemory"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""SecureCorePCCompliant"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true}]}",25757
System,Intel-SST-OED,28,Información,This task logs error codes to system event log.,2025-01-21 09:03:41,CamiloMM,,"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS.",25756
System,Intel-SST-OED,28,Información,This task logs error codes to system event log.,2025-01-21 09:03:41,CamiloMM,,"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS.",25755
System,Intel-SST-OED,28,Información,This task logs error codes to system event log.,2025-01-21 09:03:41,CamiloMM,,"Loaded DSP FW library: Libs\dsp_lib_intel_wov_adl_release.bin, status = STATUS_SUCCESS.",25754
System,Netwtw12,7025,Información,Ninguno,2025-01-21 09:03:40,CamiloMM,,7025 - Dump after return from D3 before cmd ,25753
System,Microsoft-Windows-Kernel-Power,105,Información,100,2025-01-21 09:03:40,CamiloMM,,Cambio de fuente de energía.,25752
System,Microsoft-Windows-Kernel-General,1,Información,5,2025-01-21 09:03:40,CamiloMM,,La hora del sistema ha cambiado a ‎2025‎-‎01‎-‎21T14:03:40.500000000Z de ‎2025‎-‎01‎-‎21T04:10:21.757443800Z. Diferencia horaria: 35598742 ms  Motivo del cambio: System time synchronized with the hardware clock. Proceso: '' (PID 4).  Hora de RTC: ‎2025‎-‎01‎-‎21T09:03:40.500000000Z Diferencia de zona horaria actual: 300 hora RTC es UTC: false La hora del sistema se basaba en la hora RTC: false,25751
